text,language,split
"Pendant la Révolution, la population de Florimont manifesta son attachement pour son seigneur, Xavier de Ferrette en adressant au Directoire une lettre de protestation quand celui-ci fut porté sur la liste des émigrés et de ce fait considéré comme traître à la patrie. Cela n'empêcha pas les biens de la famille d'être confisqués.",fra,train
"Mairie, 40 avenue du Général-de-Gaulle : Bien que reflétant un style architectural souvent utilisé pour les édifices publics de la région pendant les années 1930, il s'agit d'une ancienne maison particulière construite en 1933 selon les plans de l'architecte Georges Regin. Le toit est constitué d'une superposition de deux toits à deux croupes. Devant des murs en béton, les façades présentent un parement de pierres irrégulières du milieu du rez-de-chaussée au milieu de l'étage, encadré par des briques rouges en dessus et en dessous. Une partie des façades est simplement couverte d'enduit et peinte en blanc, ce qui donne trois matières différentes. La travée centrale de la façade occidentale est surmonté d'un pignon, et de vastes baies plein cintre éclairent les pièces du rez-de-chaussée. Le balcon au-dessus de l'entrée ne date que de 1981, année de l'aménagement du bâtiment comme mairie,.",fra,train
"Mary Dyer siguió viajando por Nueva Inglaterra para difundir la religión cuáquera, por lo que volvió a ser arrestda en New Haven, Connecticut. Después de su liberación, fue a Massachusetts para visitar a dos cuáqueros ingleses que habían sido arrestados, ella fue arrestada y esta vez permanentemente desterrada de la colonia. Regresó a Massachusetts por tercera vez con un grupo de cuáqueros para públicamente protestar contra la ley y desacatarla. De nuevo fue arrestada y después sentenciada a muerte. Tras un proceso breve, otros dos cuáqueros fueron ejecutados, pero como el esposo de ella era amigo del Gobernador John Winthrop, a ella se le concedió un aplazamiento de último minuto-- en contra de sus propios deseos ya que había rehusado arrepentirse y negar su fe cuáquera.[3]​",spa,train
"L'évolution du nombre d'habitants est connue à travers les recensements de la population effectués dans la commune depuis 1793. À partir de 2006, les populations légales des communes sont publiées annuellement par l'Insee. Le recensement repose désormais sur une collecte d'information annuelle, concernant successivement tous les territoires communaux au cours d'une période de cinq ans. Pour les communes de moins de 10 000 habitants, une enquête de recensement portant sur toute la population est réalisée tous les cinq ans, les populations légales des années intermédiaires étant quant à elles estimées par interpolation ou extrapolation. Pour la commune, le premier recensement exhaustif entrant dans le cadre du nouveau dispositif a été réalisé en 2007.",fra,train
"Dispensations or graces are not granted unless there be some motive for requesting them, and the law of the Church requires that the true and just causes that lie behind the motive be stated in every prayer for such dispensation or grace.",eng,train
"The ID project introduced a very different conception from the usual one of economic democracy. According to the ID project, economic democracy is the authority of demos (community) in the economic sphere—which requires equal distribution of economic power. Therefore, all 'macro' economic decisions, namely, decisions concerning the running of the economy as a whole (overall level of production, consumption and investment, amounts of work and leisure implied, technologies to be used, etc.) are made by the citizen body collectively and without representation. However, ""micro"" economic decisions at the workplace or the household levels are made by the individual production or consumption unit through a proposed system of vouchers.",eng,train
"Sur le plan idéologique, Beaugrand et son journal défendent un libéralisme radical, qui correspond au vieux programme de l'Institut canadien. Cela « non seulement l’entraîne dans de vives polémiques avec les conservateurs et le clergé, mais l’oppose aussi aux libéraux modérés, comme Honoré Mercier, dont il dénonce la coalition avec les conservateurs nationaux, et Wilfrid Laurier, qui se méfie de lui et réussira bientôt à l’écarter.»",fra,train
"L'ensemble tire son nom d'une ligne de fracture liée à un plissement hercynien qui court en Loire-Atlantique au nord de la Loire, passant à proximité de l'immeuble, et prend la forme d'un effondrement en marches d'escalier d'une cinquantaine de mètres de déclivité. Il se situe à proximité de la route de Vannes, artère commerciale majeure de l'unité urbaine de Nantes, et il est connecté au reste de l'agglomération via la ligne 3 de tramway et sa station Sillon de Bretagne.",fra,train
"Le nombre de clubs engagés étant trop faible pour disputer un quatrième tour comprenant huit équipes, deux clubs sont exemptés. Il s'agit du Lille OSC et du FC Sochaux-Montbéliard.",fra,train
"Legislativa. Salamanca, España. «Observatorio del Poder Legislativo en Latinoamerica». Archivado desde el original el 1996. Consultado el 2 de agosto de 2009. «Diputados 1996-1998 / 1998-2003».",spa,train
"2010 saw the publication of the first ever book about Sutcliffe and AtomAge - Dressing For Pleasure, a history of AtomAge is published by Fuel and edited by Jonny Trunk.",eng,train
"El Robot-Luchador, con el que Marty tenía que pelear les ha perseguido tanto a él como a Ally y Bottons. Los amigos de Martin están en serios apuros, el Robot-Luchador, los ataca sin piedad para forzar el Heredero de Eon a que termine su combate. Bottons tendrá en esta ocasión una oportunidad única y lograra evitar que Ally salga lastimada, pero aun así no puede evitar que caiga durante este acto tan valiente de Bottons. Cuando consiguen salir, nuestros protagonistas se encuentran con la nieta de Orage Mama, quien al final cede ante las palabras de nuestros heroes, para poder continuar su camino. Pero el Robot que quiso desde un principio pelear contra Marty no deja en su empeño y apunto esta de dañar a la nieta de Orage Mama, pero nuestro protagonista condigue evitar un mal mayor.",spa,train
"Melvin Eugene Carnahan dit Mel Carnahan est un homme politique américain, né le 11 février 1934 et mort le 16 octobre 2000 dans un accident d'avion. Membre du Parti démocrate, il est le 41e gouverneur du Missouri de 1993 à sa mort.",fra,train
"Mobilisé en 1939 comme officier de cavalerie, il est fait prisonnier à Artenay en juin 1940, mais parvient à s'évader en septembre suivant. Il rentre alors au Conseil d'État et se montre favorable au général Maxime Weygand. D'avril à octobre 1941, il est directeur de cabinet d'Emmanuel Monick, secrétaire général du Protectorat français du Maroc, qui prépare déjà l'opération Torch. Michel Debré retourne de nouveau au Conseil, prête serment au maréchal Philippe Pétain, et est nommé maître des requêtes au Conseil d'État par Joseph Barthélemy en 1942.",fra,train
"Michel Debré s'est attaché à moderniser l'État et les institutions lorsque le besoin s'en faisait sentir. Mécontent du système de recrutement de la haute fonction publique, où chaque ministère organisait son propre concours, il élabore ainsi en 1945 le projet d'École nationale d'administration, qu'il crée et dont il contribue à recruter la première promotion. Il réforme également la Justice en 1958.",fra,train
"Le 28 juin 1940, à la suite de la signature du Pacte germano-soviétique, la région est annexée, par l'Union soviétique qui l'intégre à la république socialiste soviétique d'Ukraine. En juin 1941, le général Petre Dumitrescu la reprend pour le compte de la Roumanie avec la troisième armée roumaine, et en mars 1944, l’Armée rouge reprend le territoire pour l’Union soviétique. En 1956, Hlyboka accéda au statut de commune urbaine. Elle fait partie de l'Ukraine indépendante depuis 1991.",fra,train
"Alexandru Sorin Segal (Bucarest, 04 de octubre 1947 - 6 de enero de 2015) fue un economista y ajedrecista judío rumano naturalizado brasileño. Fue campeón de ajedrez de Brasil en 1974 y 1978. Él se hizo internacionalmente conocido por su participación en cinco Olimpiadas de ajedrez.[1]​",spa,train
"Serie que narra la historia de cuatro jóvenes estudiantes de música que luchan por abrirse paso en el mundo artístico, y de su relación con un particular chico que padece Síndrome de Down y que marcará sus vidas.",spa,train
"Haddad initially followed the Hanafi school of Sunni jurisprudence after his conversion to Islam but later adopted the Shafi'i school of Sunni jurisprudence. He stated he did so because: 1. He found it easier to study due to Shaykh Nuh Keller’s Reliance of the Traveler; 2. He found it more logical to practice because it is the main school of jurisprudence in Lebanon and because it is the school his wife follows and; 3. The founder of the school, Imam Shafi'i, was a member of the Quraysh tribe (the tribe of Muhammad) and Muhammad had told his followers to hold fast to the Quran and the members of his household.",eng,train
"Political democracy presupposes a radical decentralisation (physical or administrative) within a confederal society, which, by itself, should enhance its environmentally friendly character. Furthermore, political democracy would create a public space, a fact which would significantly reduce the appeal of materialism by providing a new meaning of life to fill the existential void that the present consumer society creates. Economic democracy replaces the dynamics of the capitalist market economy leading to growth per se with a new social dynamic aiming at the satisfaction of demos' needs. If the satisfaction of demotic needs does not depend, as at present, on the continuous expansion of production to cover the 'needs' that the market system itself creates and if society is reintegrated with the economy, then there is no reason why the present instrumentalist view of nature will continue conditioning human behaviour. Particularly so, since unlike socialist models which are 'centralist', the aim of production in an Inclusive Democracy is not economic growth, but the satisfaction of the basic needs of the community and those non-basic needs for which members of the community express a desire and are willing to work extra for. This implies a new definition of economic efficiency, based not on narrow techno-economic criteria of input minimisation/output maximisation as in socialist models like Parecon, but on criteria securing full coverage of the democratically defined basic needs of all citizens as well as of the non-basic needs they decide to meet, even if this involves a certain amount of inefficiency according to the orthodox economics criteria.",eng,train
"En effet, tout difféomorphisme local est une application ouverte et toute application continue et propre d'une variété dans une autre est fermée. Par connexité de N, ces deux propriétés assurent que f est un revêtement,. Par simple connexité de N, ce revêtement est trivialisable donc par connexité de M, f est un difféomorphisme.",fra,train
"L'établissement de l'aéroport dans les années 1970 a placé le modeste village du Pays de France au cœur d'un exceptionnel réseau de communication, qui le rend facilement accessible de toute la planète (500 destinations vers 130 pays) ainsi que de la plupart des villes de France et des pays limitrophes, grâce à sa gare TGV. L'aéroport est desservi par la ligne B du RER à raison de huit trains par heure de 5h00 à minuit (30 minutes du centre de Paris) et la gare TGV par plusieurs trains par jour, à destination des principales villes de France ou de Bruxelles.",fra,train
"On March 20, 2015, Empty Mirrors Press published Epstein's political memoir ""Rise Again: Nova Scotia's NDP on the Rocks"" an account of his 15 years in provincial politics, the history of the New Democratic Party in Nova Scotia, and his analysis of the successes and failures of the Dexter NDP government during its term in office.",eng,train
"In 1936, in the depths of the Great Depression, he left the Museum of Modern Art for a brief venture into journalism and politics. For a time he supported the extreme populist Governor of Louisiana Huey Long and Father Charles Coughlin, and traveled to Berlin as a correspondent for Coughlin's radically populist and often anti-Semitic newspaper Social Justice. In the newspaper, Johnson expressed, as the New York Times later reported, ""more than passing admiration for Hitler"" Johnson observed the Nuremberg Rallies in Germany and, sponsored by the German government, covered the invasion of Poland in 1939. Many years later he told his biographer, Franz Shultze, “You simply could not fail to be caught up in the excitement of it, by the marching songs, by the crescendo and climax of the whole thing, as Hitler came on at last to harangue the crowd,” and told of being thrilled at the sight of “all those blond boys in black leather” marching past the Führer. In his 1994 biography of Johnson, Schultze wrote: "" In politics he proved to be a model of futility. He was never much of a political threat to anyone, still less an effective doer of either political good or political evil.""",eng,train
"Les matchs se déroulent sur le terrain du premier club cité. En cas de match nul, les deux équipes sont départagées au nombre de coups de pied de coin obtenus, puis par tirage au sort à la pièce jetée.",fra,train
"El concepto fue aplicado por Walter Cannon en 1926,[3]​ en 1929[4]​ y en 1932,[5]​[6]​ para referirse al concepto de medio interno (milieu intérieur), publicado así en 1865 por Claude Bernard, referencia de la fisiología como se entiende en la actualidad.",spa,train
Miller est utilisé comme receveur réserviste par les équipes dont il porte les couleurs. Il n'a jamais disputé plus de 39 parties dans une même saison et a fait de fréquents séjours dans les ligues mineures depuis ses premiers matchs joués dans les majeures.,fra,train
"El matrimonio exogámico Arreglado: es uno en que un tercero busca y selecciona la novia y el novio con independencia de su grupo social, económico y cultural.",spa,train
"À partir de la saison suivante, les 40 clubs du Groupe B disputent un championnat à part et n’ont plus la possibilité de se qualifier pour les phases finales du Groupe A. Dès lors, le Groupe A est organisé en quatre poules de dix clubs, dont les huit premiers se qualifient pour les seizièmes de finale (cinq poules de huit en 1983-1984).",fra,train
"Baker Skateboards is an American skateboarding company founded in 1999 by professional skateboarder Andrew Reynolds. The company's main products are skateboard decks, soft goods, accessories, and wheels.",eng,train
"Disc 2 concentrates on (post-ska) rocksteady and reggae tracks recorded between 1968 and 1970, such as Toots & the Maytals' ""Do the Reggay"", ""Monkey Man"" and ""Pressure Drop"", as well Jimmy Cliff's ""Wonderful World, Beautiful People"" and ""Many Rivers to Cross. The Slickers' ""Johnny Too Bad"", like several of the other tracks on this compilation were featured in the movie, The Harder They Come starring Jimmy Cliff, and its soundtrack album. Tony Tribe does a rendition of ""Red, Red Wine"", originally written and performed by (Neil Diamond), which later became a hit for UB40.",eng,train
"En 1889 estuvo en el centro de la crisis que culminó con la proclamación de la república: El mariscal Deodoro, amigo del Emperador, aceptó participar del cuartelazo solamente para lograr la destitución del gabinete del Vizconde de Ouro Preto y luego volver a su casa. Mientras tanto, Benjamin Constant divulgó la falsa versión de que Silveira Martins, adversario de Deodoro, sería el escogido para sustituir a Ouro Preto. Ese hecho desencadenó definitivamente la proclamación de la República, pues Deodoro da Fonseca no aceptaba ver a un enemigo, que lo tildaba peyorativamente de «sargentão», como primer ministro. Debido a esto, el mariscal aceptó firmar el decreto que instituyó el gobierno provisorio republicano.",spa,train
"He was Commander of the Compagnie of Viggiano, Aosta and Genova Portoria . He worked at the Investigative Nucleus in Turin with significant commitments to countering terrorism and kidnapping.",eng,train
"Elle est la fille de Gérios Tuéni et Katbé Sursock, et fait ses études en pensionnaire chez les Dames de Nazareth. Puis, en 1899, elle séjourne en France chez son frère Jean, diplomate de la Sublime Porte. En 1900, elle suit des cours de peinture à Paris et visite l’Exposition universelle qui s’y tient.",fra,train
"Los primeros habitantes se establecieron cerca de 1380, siendo un grupo de mixtecas, zapotecas, otomíes y olmecas. Tras la conquista de México la población fue encargada a Sebastián y Luisa Narvaes. Se estableció como patrono a San Andrés, a quién se le creó una escultura en el siglo XVI. El 11 de febrero de 1599 el virrey Luis de Velasco y Ruiz de Alarcón otorgó un título en reconocimiento de las tierras comunales de los grupos originarios.[2]​",spa,train
"La letra y música del himno del departamento de Caldas es de la autoría de Guillermo Ceballos Espinosa, destacado hombre cívico e historiador de la ciudad de Manizales, los arreglos son de Fabio Miguel Fuentes. Fue adoptado en el año de 1997, siendo gobernador del departamento Ricardo Zapata Arias.",spa,train
"La consecuencia de algunas costumbres es el matrimonio arreglado. Por ejemplo, en las zonas rurales y tribales de Pakistán y Afganistán, las disputas, las deudas pendientes de pago en defecto y delitos como el asesinato son resueltas por un consejo de ancianos de la aldea, llamada jirga.[82]​ Un castigo típico de un crimen cometido por varones implica que la familia culpable case su joven virgen entre 5 a 12 años de edad con un muchacho de la otra familia. Esta costumbre no requiere el consentimiento de la niña, o incluso de sus padres. Tales matrimonios infantiles organizados se llaman vani, swara y sak en diferentes lenguas regionales de Pakistán.[83]​[84]​[85]​",spa,train
"Kiku es una estudiante que trata de encontrar tiempo para ser una Chica Mágica en su ocupado itinerario. Magical Daisy es una Chica Mágica famosa que solía tener su propia serie de anime y lleva un traje tradicional de Chica Mágica decorado con flores. Ella es la líder del Equipo Daisy y tiene la habilidad de disparar rayos mágicos de sus manos, a los cuales llama ""Daisy Beam"", siendo capaz de disparar rayos pequeños de sus dedos o uno grande de sus manos. Ella es la primera Chica Mágica en morir después de que un esqueleto rojo del Mundo Cibernético reflejara su Daisy Beam hacia ella.",spa,train
"In the 2007 federal election the most popular party was the CVP which received 42.45% of the vote. The next three most popular parties were the FDP (29.2%), the SVP (17.07%) and the SP (5.72%). In the federal election, a total of 1,149 votes were cast, and the voter turnout was 65.2%.",eng,train
"El 4.º distrito congresional es un distrito congresional que elige a un Representante para la Cámara de Representantes de los Estados Unidos por el estado de Iowa. Según la Oficina del Censo, en 2011 el distrito tenía una población de 607 060 habitantes. Actualmente el distrito está representado por el Republicano Steve King.[1]​",spa,train
"2014 : La Conférence de presse et la cérémonie de clôture du FIFIGROT 2014, Carnets filmés de Gérard Courant - un membre d'un jury d'un festival de cinéma.",fra,train
"The municipality is located in the Martigny district. It consists of the hamlets of Leytron-Plan, Produit, Montagnon, Les Places, Dugny and Le Fou, which are at elevations of 497–1,041 meters (1,631–3,415 ft) and the settlement of Ovronnaz at 1,350 m (4,430 ft).",eng,train
"AtomAge attracted a certain amount of attention when the police decided to prosecute the publisher, Sutcliffe, in the mid-1980s, for obscenity. Despite protest from both fetishists and defenders of civil liberties alike, Sutcliffe pleaded guilty. His stock and photos were seized and destroyed and the publications temporarily closed. The shame may well have contributed to his death.",eng,train
"Katsikas started his career in the youth ranks of Iraklis. He was brought there, when he was eight years old, by his father, a former player of Iraklis.",eng,train
"Le SBS changera le soleil en ténèbres pendant 30 jours (en application de la prophétie de Joël 2, 31: « Le soleil se changera en ténèbres, la lune en sang. »).",fra,train
"During the 1910s, the movement picked up momentum again. In 1914, Clara Ueland - who would later become the MWSA's president in 1915 - organized a parade through Minneapolis of over 2000 suffrage supporters. This event gave the movement renewed attention. During this period, the MWSA had to contend with a rival organization, a Minnesota branch of the National Woman's Party (NWP). The NWP was more radical than the MWSA. It was much more likely to take direct action, such as hunger strikes, than the MWSA. Despite these differences in opinion, the two organizations often worked together.",eng,train
"New Line Cinema (one-time video distributor of the original) acquired the rights to the film from co-rights holder StudioCanal, who will control the European rights, and Carpenter, who will serve as an executive producer and said, ""Snake is one of my fondest creations. Kurt Russell did an incredible job, and it would be fun to see someone else try."" Russell has commented on the remake and on the casting of Butler as Plissken, saying, ""I will say that when I was told who was going to play Snake Plissken, my initial reaction was 'Oh, man!' [Russell winces]. I do think that character was quintessentially one thing. And that is, American.""",eng,train
"The genus is distributed throughout the world's different climates. Most species make their home in the tropics and subtropics, with a worldwide distribution in temperate zones. The greatest diversity of species is found in the Americas and in Southeast Asia.",eng,train
"Casi la totalidad de los habitantes practican el cristianismo, estando dentro de este grupo los católicos, siendo el de mayor auge en a región; entre la última semana de marzo y la primera de abril se celebra la tradicional semana santa, en todos los municipios del departamento.",spa,train
"Hearst suffered a collapsed lung in prison (the beginning of a series of medical problems) and underwent emergency surgery, which prevented her from appearing to testify against the Harrises on eleven state charges including robbery, kidnapping and assault; she was also arraigned for those charges. Hearst, who was being held in solitary confinement for security reasons, was granted bail for an appeal in November 1976, on condition she was protected on bond. Dozens of bodyguards were hired by her father.",eng,train
"In 2007, Scottish actor Gerard Butler was close to signing a deal in which he would play Snake Plissken in a remake of Carpenter's film. Neal Moritz was to produce and Ken Nolan was to write the screenplay which would combine an original story for Plissken with the story from the 1981 film, although Carpenter hinted that the film might be a prequel.",eng,train
"Full disclosure requires that full details of a security vulnerability are disclosed to the public, including details of the vulnerability and how to detect and exploit it. The theory behind full disclosure is that releasing vulnerability information immediately results in better security. Fixes are produced faster because vendors and authors are forced to respond in order to protect their system from potential attacks as well as to protect their own image. Security is improved because the window of exposure, the amount of time the vulnerability is open to attack, is reduced. The issue of full disclosure was first raised in a 19th-century controversy over the revelation of lock-system weaknesses to the public. According to A. C. Hobbs:",eng,train
"Martin Castonguay est le fils du regretté chanteur country québécois Édouard Castonguay. Il apparaît sur plusieurs albums enregistrés par son père ainsi que sur plusieurs albums de la Famille Castonguay. Il a produit le dernier album d'Édouard Castonguay, 1956, paru à titre posthume.",fra,train
"In Spring 2013 Stick Figure embarked on their first headlining tour with stops in major cities including Boston, Austin, Denver and Chicago with multiple sold out shows. That year they also went on three national tours alongside reggae bands Passafire, John Brown’s Body, and Tribal Seeds.",eng,train
"La 21. Freiwilligen-Gebirgs-Division der SS fue así reclutada en febrero de 1944 y oficialmente creada en abril de 1944 en Pristina (actual Kosovo) tras una decisión de Heinrich Himmler el precedente mes de marzo. Contaba con unos 6.500 hombres aptos para la lucha (oficiales incluidos), entre ellos un pequeño grupo de Volksdeutscher (minorías de lengua alemana) de los Balcanes, anteriormente pertenecientes a las divisiones SS 13.ª División de Montaña SS Handschar y Prinz Eugen. Sus miembros comprendían también un gran número de hombres provenientes de la minoría de lengua albanesa del territorio del Kosovo, y tomaron como símbolo militar el águila bicéfala propia de Albania. Ante la escasez de personal albanés competente, casi todos los oficiales y técnicos adscritos a la División eran alemanes procedentes de otras unidades de Waffen SS.",spa,train
"1992-1996 : In the Wild (trois épisodes : Orangutans with Julia Roberts, The Galapagos Islands with Richard Dreyfuss et In the Wild Dolphins with Robin Williams)",fra,train
"Casa de La Cultura Ecuatoriana ""Benjamín Carrión""; Casa de la Cultura de Manabí. «Personalidades en la ciencia, arte y cultura.». Consultado el 5 de agosto de 2009. «Profesionales Científicos.»",spa,train
"A comienzos del siglo XX, el gobierno del presidente Rafael Reyes, con la finalidad de debilitar la hegemonía de los antiguos Estados Soberanos, propuso la creación de varios departamentos, entre ellos el «Departamento de Los Andes» con capital en Manizales, nombre vetado por algunos miembros de la diputación del Cauca en la Asamblea Nacional Constituyente. Ellos condicionaron su votación afirmativa si se le colocaba como nombre el del sabio Francisco José de Caldas, propuesta que se impuso sobre la de los antioqueños que insistían en el nombre del prócer José María Córdova.[9]​",spa,train
"Los noughties tempranos eran tiempos tranquilos para Sutton, aunque el club es notable como el primer rival de la historia de AFC Wimbledon, derrotando a los Dons 4-0 en un amistoso de pretemporada en julio de 2002 frente a 4.657 en el Distrito Sports Ground Sutton ganó el Surrey Superior Copa en 2003 y la temporada siguiente vio el equipo comenzó bien y recuperarse de una mala racha durante el invierno para terminar segundo",spa,train
"Por ejemplo, en parte debido a la prosperidad económica, el 40% de las mujeres japonesas modernas llegan a la edad de 29 años solteras. Para ayudar a los matrimonios tardíos, la costumbre tradicional de matrimonios arreglados llamada Miai-kekkon está resurgiendo. Participan la futura novia y el novio, la familia, los amigos y un casamentero (Nakodo, 仲 人); el par se selecciona mediante un proceso con los individuos y familiares involucrados (iegara, 家 柄); y por lo general la pareja se reúne tres veces, en público o en privado, antes de decidir si quieren comprometerse.[57]​[58]​[59]​",spa,train
"Un juego popular conocido como el Proyecto de Crianza de Chicas Mágicas tiene la habilidad de darles a los jugadores una oportunidad de 1 en 10000 de convertirse en una verdadera Chica Mágica. Estas Chicas Mágicas poseen poderes únicos dados a cada una y se espera que ayuden y protejan a la gente. Sin embargo, en un punto, la administración decidió que 16 Chicas Mágicas en una ciudad es demasiado, decidiendo cortar la población de las Chicas Mágicas a la mitad. La regla rápidamente se vuelve retorcida ya que las 16 chicas se ven involucradas en una batalla de supervivencia unas contra otras.",spa,train
"The first disc features ska and other precursors to reggae. Colin Escott's liner notes point out the influence of American R&B on Jamaican acts. The set begins with ""Iron Bar"", a traditional by Lord Tanamo, reflecting reggae's early mento roots. Derrick Morgan follows with the Latin-influenced ""Fat Man"". Millie Small's 1964 offbeat version of ""My Boy Lollipop"", previously recorded by Barbie Gaye, was the first ska song to achieve international success. Several of the songs, such as the Clarendonians's ""Rude Boy Gone to Jail"" and Desmond Decker & the Aces' ""Rudie Got Soul"" display a preoccupation with the ""rude boy"" culture of post-colonial Jamaica that was fashionable in the lyrics of much ska and early reggae. Several other numbers by Desmond Decker & the Aces are featured in the set, and the disc also includes ""007 (Shanty Town)"" (1967) and their worldwide 1968 hit ""Israelites"", which heralded the transition from ska to reggae.",eng,train
"The film was scheduled to start shooting in September 2016, but it had to be postponed due to Russia's defense ministry not issuing a permit for the shoot in the country, which would run for about a month. According to The Hollywood Reporter, Russia's defense ministry originally promised cooperation with the crew, wanting to provide realism expertise to the movie. But later it reportedly grew concerned about granting access to classified information and locations. On 7 February 2017, ScreenDaily.com reported that shooting was scheduled to start in April.",eng,train
"Elle accueille quelques services publics sur son territoire : une gendarmerie (rue Dorval), un bureau de poste (place du Pays de France), une Anpe (Zone de Fret no 4) et une centre de secours de sapeurs-pompiers. Le centre de sécurité sociale, l'accueil Assédic et la caisse d'allocations familiales sont situés à Gonesse ainsi qu'une autre agence Anpe.",fra,train
"Matrimonio arreglado difiere de un matrimonio autónomo - llamado matrimonio por amor en algunas partes del mundo - donde las personas encuentran y seleccionan sus propios cónyuges; los matrimonios arreglados, por el contrario, se fijan generalmente por los padres o un familiar mayor. En algunos casos, el matrimonio arreglado implica un casamentero como un sacerdote o líder religioso, un sitio web matrimonial, amigos en común o una tercera parte de confianza.",spa,train
"(en) T. Robert S. Broughton (The American Philological Association), The Magistrates of the Roman Republic : Volume I, 509 B.C. - 100 B.C., New York, Press of Case Western Reserve University (Leveland, Ohio), coll. « Philological Monographs, number XV, volume I », 1951, 578 p.",fra,train
"Between 2000 and 2004, Clark released three interrelated instrumental albums: Owls In Obsidian (2000), Staff, Mask, Rattle (2002), and Monongahela Riverrun (2004). In 2005, his first decade of recordings was collected chronologically on the double-disc compilation album, Nova Psychedelia, through Anopheles Records. In 2014, he released a complexly orchestrated darkly psychedelic cyberpunk album Dancing Through The Side Worlds, which contains many autobiographical songs. He is currently recording a new album Whirlwind Of The Whispering Worlds which will be forthcoming in late 2018.",eng,train
"Punta Maldonado es una de las poblaciones que conforman al Municipio de Cuajinicuilapa en el Estado de Guerrero, se localiza en la Costa Chica de Guerrero y limita con el estado de Oaxaca.",spa,train
"Éric de Beukelaer est titulaire de licences en droit, droit canon, philosophie et théologie. Il fut ordonné prêtre en 1991 puis fut professeur de l'histoire de l'Église et de droit canon au séminaire de Liège. Il devint de 2002 à 2010 porte-parole francophone des évêques belges. Entre 2011 et 2016, il fut curé-doyen du centre ville de Liège et curé de l’unité pastorale Saint-Lambert-au-Cœur-de-Liège, il présidait auparavant le séminaire Saint-Paul à Louvain-la-Neuve. Depuis septembre 2016, il est Vicaire épiscopal du diocèse de Liège pour les questions temporelles (juridiques, économiques, patrimoniales). Il est également Chanoine titulaire de la Cathédrale Saint-Paul de Liège.",fra,train
"As of 2008, the gender distribution of the population was 47.7% male and 52.3% female. The population was made up of 1,027 Swiss men (38.9% of the population) and 230 (8.7%) non-Swiss men. There were 1,151 Swiss women (43.6%) and 229 (8.7%) non-Swiss women. Of the population in the municipality 1,283 or about 60.3% were born in Leytron and lived there in 2000. There were 420 or 19.7% who were born in the same canton, while 178 or 8.4% were born somewhere else in Switzerland, and 244 or 11.5% were born outside of Switzerland.",eng,train
"58-9. Daños al transporte, comunicación, abastecimiento de agua, almacenes y otros edificios o propiedad estatal y comunal con fines contrarrevolucionarios: igual que 58-2.",spa,train
"Estos arácnidos se mueven rápidamente, pudiendo llegar a contaminar los alimentos y causar irritación cutánea e intestinal. Prefieren el queso curado al fresco, y suelen buscar entornos cálidos y húmedos donde habitar.",spa,train
"Si f : M → N est un difféomorphisme local alors, pour tout point m de M, l'application linéaire Tmf : TmM → Tf(m)N (différentielle de f au point m) est un isomorphisme (ceci implique que M et N ont même dimension, et revient alors, en coordonnées locales, à dire que le jacobien de f en m est non nul, ou encore, que les parties linéaires des approximations affines des différentes composantes de f sont linéairement indépendantes). D'après le théorème d'inversion locale, la réciproque est vraie dès que f est de classe C1.",fra,train
"En la Europa continental el single alcanzó el puesto número uno en Dinamarca, España y Rumania y alcanzar los cinco primeros y el éxito de los diez primeros en la mayoría de las naciones, como Bélgica, Finlandia, Alemania, Hungría, Irlanda, Italia, Países Bajos y Noruega, lo que resulta en una posición máxima de número dos en la tabla pan-europea. También llegó al número 1 de radiodifusión en Croacia , Bélgica y Eslovenia. En Canadá, la canción fue lanzada el 13 de enero de 2004, y alcanzó el puesto número seis, convirtiéndose en uno de los singles más exitosos Minogue allí.",spa,train
"Plants in this genus have simple, alternate glossy leaves, frequently with a spiny leaf margin. The inconspicuous flower is greenish white, with four petals. They are generally dioecious, with male and female flowers on different plants.",eng,train
"Le chien d'Artois est un descendant direct, en taille réduite du chien de Saint-Hubert à robe noire. Les premières mentions du chien d'Artois datent de la guerre de Cent Ans (XVe siècle) : le roi Henri VI d'Angleterre fait une entrée dans Paris accompagné de chiens d'Artois en 1431.",fra,train
"Elle a reçu de nombreux prix littéraires, dont, en 2000, le prix Kleist, la deuxième plus haute distinction littéraire d'Allemagne après le prix Georg-Büchner.",fra,train
"Ilana Salama Ortar a reçu le prix des Arts Visuels de la Loterie israélienne (2012/2014) et le prix du Ministère de l'Éducation (en) en Israël pour les Arts visuels (2006). Son travail a été soutenu par, entre autres, le Collège académique de Safed, Marseille Provence 2013, Ateliers Euro-Méditerranée, Centre international de création et de formation arts électroniques de l'École des Beaux Arts de Marseille, la Cité internationale des arts (Paris), et la Fondation Beaumarchais.",fra,train
"En juin 1994, Noël Godin se rend avec quelques complices au tournoi Roland-Garros pour entarter Patrick Poivre d’Arvor ; une amie lui a dit qu'il s'y trouverait. Finalement, ils apprennent que Poivre d'Arvor n'y sera pas, ils décident alors d'entarter à la place le patron de la chaîne de télé France 2 Jean-Pierre Elkabbach. Godin et trois complices l'attendent pendant cinq heures à la sortie VIP du stade. Au moment où ils aperçoivent Elkabbach sortir, ils envoient leurs tartes sur lui en même temps, en criant : « Osons ! Osons ! Osons ! Osons ! ». Plus tard, Elkabbach accusera Thierry Ardisson d'avoir été complice de l'événement et annulera son émission Autant en emporte le temps.",fra,train
