text,language,split
"Industriel dans le textile, il est président de la chambre de commerce de Valenciennes, président de la société d'horticulture et administrateur de la succursale de la Banque de France à Valenciennes. Maire de Marly, Conseiller général du Nord, il est député de la 1re circonscription de Valenciennes de 1893 à 1902, siégeant chez les républicains. Il est le beau-frère d'Hector Sirot-Mallez, député du Nord.",fra,train
"La última pretensión de crear una monarquía universal centrada en Europa fue la del Segundo Imperio Alemán al inicio de la Primera Guerra Mundial, enseguida frustrada por los hechos.[15]​[16]​",spa,test
"Le Club Baloncesto León, aussi connu comme Climalia León, est un club de espagnol basket-ball basé dans la ville de León. Le club joue la saison 2008-2009 en Liga española de baloncesto, la deuxième division du championnat d'Espagne.",fra,test
"Danielle Colby (born December 3, 1975) is an American reality television personality who co-stars on the History reality television show American Pickers.",eng,test
"Amalya Lyle Kearse (born 1937, class of 1955), judge; first female African American partner in a Wall Street law firm, first female United States Court of Appeals judge.",eng,test
"Le championnat 2010-2011 voit le Stade toulousain remporter un nouveau titre, en battant le club de Montpellier, surprise de la saison qui parvient pour la première fois de sa jeune histoire à se hisser en finale. Il récidive lors du championnat 2011-2012 en battant le RC Toulon, lors d'un remake de la finale du championnat 1988-1989 sur le même score (18-12). Il s'agit pour le Stade toulousain de son 19e titre.",fra,train
"At the time Page conceived of BackRub, the Web comprised an estimated 10 million documents, with an untold number of links between them. The computing resources required to crawl such a beast were well beyond the usual bounds of a student project. Unaware of exactly what he was getting into, Page began building out his crawler. The idea's complexity and scale lured Brin to the job. A polymath who had jumped from project to project without settling on a thesis topic, he found the premise behind BackRub fascinating. ""I talked to lots of research groups"" around the school, Brin recalls, ""and this was the most exciting project, both because it tackled the Web, which represents human knowledge, and because I liked Larry.""",eng,train
"La commune dispose d'une via ferrata nommée Les Saix de Miolène, permettant une activité intermédiaire entre randonnée pédestre et escalade.",fra,test
"1897: El 14 de mayo, la institutriz Marie-Cécile Roche crea de acuerdo con el alcalde un colegio privado para niñas en la aldea de Barnas. El 31 de agosto la apertura de una escuela privada de niños de primaria en el pueblo, y un curso para adultos.",spa,train
"En la plaza de San Isidoro existe una estatua dedicada a este acontecimiento tan popular. En ella, una figura humana que representa a un Canónigo en el que se reconoce al fallecido (13 de diciembre de 2012) Abad emérito de San Isidoro, Antonio Viñayo González, que recibe el cirio de manos de una figura que representa al Síndico Municipal con el que ha mantenido el cruce dialéctico. En la peana de este conjunto escultórico se relata este legendario acontecimiento.",spa,test
"Le 20 mai 1976, Noël Godin et six complices se trouvent au festival de Cannes ; ils décident de parcourir la promenade de la Croisette avec une tarte et entarter le premier metteur en scène qu'ils jugent le mériter. En passant devant le Grand Hôtel, ils voient le cinéaste Marco Ferreri attablé à un restaurant avec des producteurs ; ils décident de l'entarter. Georges Le Gloupier, dont le rôle est tenu cette fois par Stéphane Holmès (fils du chanteur Joël Holmès), se met à danser autour de la table en s'exclamant « Gloup ! Gloup ! » puis envoie sa tarte à la figure de Ferreri. Dans la crème était enfoui le message : « Avec mes respectueux hommages. Georges Le Gloupier ». Le lendemain, Ferreri, donnant une entrevue à la RTBF, accuse la CIA d'avoir commandité l'attentat.",fra,test
"David Bottrill es un ingeniero de sonido y productor discográfico canadiense, ganador de tres premios Grammy. Empezó en su adolescencia trabajando en una grabación con Bob y Daniel Lanois. En 1985 emigró al Reino Unido para grabar un álbum de Peter Gabriel con Lanois. Bottrill trabajó once años en el Real World Studios.[1]​ En 1988 trabajó con Gabriel en la banda sonora de La última tentación de Cristo de Martin Scorsese.[2]​",spa,train
"Cette race a connu son heure de gloire dans la vénerie des Bourbons, au temps d'Henri IV et de Louis XIII. Elle était alors très recherchée. Jean-Emmanuel Le Couteulx de Canteleu dans son Manuel de vénerie française (1890) parle encore avec éloge du chien d'Artois, qui a pourtant déjà sérieusement régressé.",fra,train
"En Asia ocurrió un proceso paralelo. Mientras en Occidente el título de emperador había perdido buena parte de sus connotaciones religiosas en la Edad Moderna, el título en Asia oriental las había conservado enteramente. Comúnmente se denominaba hijo del cielo. Aquí el título denota un papel mayor y celestial (se habla de celeste imperio), en contraste con la figura de los reyes, que gobiernan cielos y tierra y por extensión los presidentes de república actuales, que tienen cargos terrenales. El Imperio Chino era una monarquía universal que veía a todos los demás reyes como tributarios. El concepto se desarrolló extensivamente por los mongoles,[17]​[18]​ que, bajo Genghis Khan fueron capaces de llevarlo más allá de China.",spa,test
"La compétition est disputée par un nombre d’équipes qui est successivement de 40 (1947-1948 à 1950-1951), 64 (1951-1952 et 1952-1953), 48 (1953-1954 à 1958-1959), 56 (1959-1960 à 1966-1967), 64 (1967-1968 à 1974-1975), 80 (1975-1976 à 1978-1979) et 40 (1979-1980 à 1986-1987).",fra,train
"Todd Tamanend Clark was born on August 10, 1952 in Greensboro, Pennsylvania, to Frederick Leland Clark (1923–2003) and Hope Ramona Harvey (1925–2001). He is Native American and is of Onodowaga (Seneca) and Lenape ancestry. He graduated from Waynesburg Central High School in 1970 and from Slippery Rock University of Pennsylvania with a B.A. in Communication in 1983. He then went on to graduate school at Indiana University of Pennsylvania studying art and anthropology.",eng,test
"La troisième possède également une forme d'escalier, grâce une succession de sept tours de hauteurs déclinantes, et qui se poursuit ensuite sur une grande longueur sous la forme d'un immeuble de cinq étages qui serpente dans un parc.",fra,train
"Obreption and subreption (both from the Latin word repo/reptum (genitive), meaning to creep or crawl. The prefix, Ob- means ""towards, against, or, in the way of""; Sub- means ""under, or, close to"") are terms used in ancient Roman law and in the canon law applied by the Catholic church to species of fraud by which an ecclesiastical rescript is obtained.",eng,train
"La idea de Paseo al Mar (la actual avenida Blasco Ibáñez) ha condicionado especialmente la vida de los vecinos del Cabañal. El primer proyecto fechado es de 1865, pero no es hasta inicios de 1883 cuando se manifiesta el interés municipal de crear una nueva vía de comunicación (además de Camino del Grao, actual Avenida del Puerto) que aproxime las playas a la burguesía valenciana.",spa,train
"The boys' soccer team was coached by Gene Chyzowych, one of the most successful active scholastic soccer coaches in the nation. The 2007 boys' soccer team won the North II, Group IV state sectional championship with a 1−0 win over Westfield High School in the tournament final.",eng,train
"1852: Thueyts debe haber sido muy sucio, porque el alcalde pide al pueblo eliminar las piedras, estiércol, madera, basura de las calles y plazas, que está causando una molestia al tráfico y podría causar problemas de salubridad. La ciudad contrató la primera presentación pública de limpieza.",spa,train
"Ingresó en Televisión Española en los primeros tiempos de la cadena, allá por el año 1965. En una primera etapa su carrera se desarrolló como guionista de programas muy variados: De la A a la Z (1972), con Manuel Criado de Val, El juego de la foca (1972), Operación torpedo (1974) ambas con José Miguel Flores, El monstruo de Sanchezstein (1977-1978) La locomotora (1979) o 003 y medio (1979-1980) estos dos últimos, programas infantiles presentados por Torrebruno.",spa,train
"En juin 2015, le terme « yarn-bombing » a fait son entrée dans l'English Oxford Dictionary avec la définition suivante : « the action or practice of covering or decorating public objects or monuments with colourful knitted or crocheted items and motifs, as a form of street art. ; an instance of this. Also : street art consisting of objects civered or decorated this way. »",fra,train
"Au XXe siècle, lorsque Dario Fo rencontra Franca Rame, fille d’une famille de comédiens itinérants qui possédaient encore les canevas ancestraux, il adapta au monde moderne ces témoignages d’une ancienne culture maintenant éteinte, notamment avec la pièce Mystère bouffe (1969).",fra,train
"58-7. El socavamiento de la industria estatal, el transporte, la circulación monetaria o el sistema de crédito, así como de las sociedades y organizaciones cooperativas, con fines contrarrevolucionarios (según lo definido por 58-1) mediante el uso correspondiente de las instituciones estatales, así como por oponerse a su funcionamiento normal: igual que 58-2. Nota: la ofensa según este artículo era conocida como destrucción y los delincuentes fueron llamados ""saboteadores"".",spa,test
"Shadow fue creado para el espionaje, la vigilancia y reconocimiento tácticos, además de agente especial para misiones secretas de alto riesgo . Para capturarlo, fueron necesarios 18 meses de intensa búsqueda para encontrarlo y 20 unidades del CDF para contenerlo, pudiendo ser detenido únicamente gracias a la intervención del Capitán Magnum para incapacitarlo y capturarlo. Después de examinarlo y hacer muchas pruebas, el resultado del programa de rehabilitación fue un 99,97% de fiabilidad. El General lo posee en la batalla final para atacar a Magnum y Marty, pero vuelve en sí tras un breve pero emotivo discurso de este último.",spa,test
"In a playing career that spanned eighteen years, Sohail played in 195 first-class and 261 List A Limited Overs matches, including 47 Test matches and 156 One Day Internationals for Pakistan.",eng,train
"Dès les années 1920, les communes voisines d'Arnouville, Goussainville et dans une moindre mesure Louvres, desservies par la ligne ferroviaire Paris-Lille connurent une expansion démographique spectaculaire avec la création de nombreux lotissements de banlieue. Roissy, demeurée à l'écart du chemin de fer et de l'industrialisation restait un village agricole et s'appauvrit progressivement. Le nombre de commerces passa de quatre-vingt-quatre en 1896 à seulement dix-huit en 1964. Le même phénomène se produisit dans de nombreux autres villages du Pays de France non desservis par une voie ferrée.",fra,train
"Her model career began at age 14 when she won the Elite Model Look Paraguay 2005 contest, and went to China to represent Paraguay. She was chosen as a finalist for the Miss Hawaiian Tropic 2009 in Punta del Este, Uruguay. Also in 2009, she participated at the Yanbal Fashion Week, in Ecuador, it was the second time that the CN Models International Search 2009 were held and it was won by Alba. In May 2010, she represented Paraguay at the Miss Beauty of the World 2010 held in People's Republic of China, she was among the Top 10 finalists.",eng,test
"When Blue points out that Dorinda will not be able to deal with Truck, they agree to share the cost of getting rid of Truck, and Blue will take over more control of Gator's stable. Blue's men force Nate to call Truck and tell him that there is a big job. Truck does not feel sober enough after a night of partying, so he calls Jerry, who dies in Blue's ambush.",eng,test
"After the structure of the society, Weber analysed the Hindu religious beliefs - ascetism and the Hindu view of the world, the Brahman orthodox doctrines, the rise and fall of Buddhism in India, the Hindu restoration and the evolution of guru.",eng,test
"Al terminar el asedio, en los días previos a su traslado a Madrid, las Cortes se reunieron por última vez en la iglesia conventual de El Carmen de la Isla de León y acordaron conceder el título de ciudad y el nombre de San Fernando, en recuerdo del rey Fernando VII, a la entonces Villa de la Real Isla de León, en atención a sus actos de valor y lealtad durante el sitio del mariscal Víctor al frente del ejército francés.[3]​",spa,test
The Estonian Domestic and Premier League competitions are growing year on year and an intense program of regional development will continue into 2011 and onwards. Their number of home-grown Estonian players is increasing along with the added experience of a number of expatriate persons from full member nations who have been residing in Estonia for a number of years and are always willing to pass on experience and general playing tips to up and coming Estonians for the future of Cricket here.,eng,train
"The cultural association Friends of Skyritida opened a folklore museum in Kollines in 1997. Located in the high school, the museum displays tools, clothes, photographs, and other print material to show how the older generations lived in the area.",eng,train
"As with the case of direct democracy, economic democracy today is only feasible at the level of the confederated demoi. It involves the ownership and control of the means of production by the demos. This is radically different from the two main forms of concentration of economic power : capitalist and 'socialist' growth economy. It is also different from the various types of collectivist capitalism, such as workers' control and milder versions suggested by post-Keynesian social democrats. The demos, therefore, becomes the authentic unit of economic life.",eng,test
"Chika es una muy tímida estudiante de escuela media a la cual le falta confianza. Pechika tiene un uniforme parecido al de un chef, y trata de usar su estatus de Chica Mágica para aumentar su confianza, sin embargo, esta confianza fue destruida cuando se comparó a sí misma con sus increíbles compañeras de equipo, mas a lo largo de restart, su confianza lentamente aumenta. Ella es miembro del Equipo Clantail, siendo su cocinera ya que es incapaz de pelear al nivel de las otras debido a su habilidad, la cual le permite convertir cualquier cosa que toque con sus manos en comida en un plazo de 5 minutos, mas con el paso del tiempo ella comienza a disfrutar pelear. Ella es la décima Chica Mágica al morir, siendo atravesada por una flecha de Melville mientras protegía a Clantail.",spa,train
"La possibilité s'offre à lui de faire carrière dans la milice canadienne. Un choix qu'il connaît bien, plusieurs des membres de sa famille en ayant fait partie. Il s'inscrit fin juin ou au début juillet 1865 à l’École militaire de Montréal. Admis comme simple soldat, il en sortira le 12 août 1865 avec un certificat lui permettant de commander un bataillon. Il sera intégré à une compagnie du 65e régiment, les Chasseurs canadiens, le seul corps militaire francophone à Montréal. Les lacunes de la troupe militaire sur le plan de l'organisation, le sentiment anti-francophonie qui y règne ainsi que l'absence de défi exaltant, le lassent assez rapidement. Car il se cherche avant tout « un champ de bataille ».",fra,test
"Maurice Gabriel de Riquet de Caraman (1765-1835), militaire et homme politique français, deuxième fils de Victor Maurice de Riquet de Caraman et de Marie-Anne Gabrielle d'Alsace de Hénin Liétard, est né au château des Caramans.",fra,train
"Es el primer álbum completo del grupo VNV Nation, realizado en diciembre de 1995. Es comúnmente abreviado A&F. Comparado con el sonido Futurepop de los subsecuentes álbumes de VNV Nation Advance and Follow tiene un sonido de mediados de la era del EBM con influencias clásicas. En el 2001 el álbum fue re-editado con una producción actualizada y recreaciones vocáles con cinco canciones extras. Debido a la rareza de los dos álbumes, no es común verlos siendo vendidos en eBay por largas sumas de dinero.",spa,test
"1789 a 1800: Dayzac es defensor de los pobres. En 1794 el conde de Blou y el juez Jean Durand participan en la contra revolución (camp de Lalevade et camp de Jalès). Creación de una escuela y una comunidad religiosa de las ""Hermanas de la Presentación"" en 1796 por Marie Rivier.",spa,train
"In November 2010, reports cited Jeremy Renner as being in talks to play Snake Plissken. In July 2011, Deadline Hollywood reported that New Line and Warner Bros. had dropped the option to remake the film, allowing other studios to potentially option it. On March 18, 2013, Joel Silver and his studio company Silver Pictures teamed with StudioCanal to reboot the film as a trilogy, starting with an origin story in a fashion similar to the way Rise of the Planet of the Apes restarted that franchise. On February 10, 2014, Collider interviewed Silver about the film saying that the film's script is inspired by the video game Batman: Arkham City. On January 13, 2015, 20th Century Fox won the bid for the film rights of the remake with Andrew Rona and Alex Heineman's The Picture Company will produce. On October 12, 2015, Neil Cross was announced to write the film's script. According to The Wrap's Umberto Gonzalez, Fox wants to relaunch the film as what they did with Planet of the Apes and the details of the film are that New York City won’t be a maximum security prison, Snake's real name and a new villain. In March 2017 it was announced that Robert Rodriguez will direct the remake with John Carpenter producing.",eng,test
"En 1984, Mike Birch, à bord de son Formule Tag, le premier catamaran en Kevlar et fibre de carbone, bat le record du monde de la plus grande distance naviguée en vingt-quatre heures.",fra,train
"Zvi Zamir (Hebrew: צבי זמיר‎) born Zvicka Zarzevsky (born 1925) was a major general in the Israel Defense Forces and the Director of the Mossad from 1968 to 1974. Born in Poland, Zamir immigrated with his family to the then British Mandate of Palestine when only seven months old. At the age of 18 Zamir began his military career, first as a soldier in the Haganah's Palmach, a unit that included future Israeli leaders among the likes of Moshe Dayan and Yitzhak Rabin. During the 1948 Arab–Israeli War, Zamir fought in the newly created Israel Defense Forces. After the war he continued climbing the chain of command, eventually promoted to the Commander of the Southern Command. His final IDF post before being appointed Mossad Director came in 1966 when he was appointed the military attaché to London.",eng,test
"Contre la peine de mort, pendant de Pour la peine de mort de Jacques Charpentier (bâtonnier), Berger-Levrault, collection Pour ou contre, 1967",fra,train
"La entrada en el siglo XX traería muchas novedades para el Pueblo Nuevo del Mar; la principal, la pérdida en 1897 de su independencia y la incorporación de su Ayuntamiento, a todos los efectos, al municipio de Valencia.",spa,train
"Nene es una tímida estudiante de escuela media que tiene problemas en hacer amigos, con sus únicos amigos siendo animales. Siendo la líder del Equipo Clantail, ella se parece a un centauro y su habilidad le permite convertir la parte inferior de su cuerpo en la de cualquier animal, con tal de que conozca la especie. Ella sobrevive a los eventos de restart y después de estos decide comenzar a hacer amigos humanos.",spa,train
"En 1820, une sucrerie fut installée dans l'aile droite subsistante du château, ancienne orangerie, qui fut finalement détruite en 1835. L'aile gauche, l'écurie du château, fut transformée en logement, et servit d'habitation jusqu'en 1930.",fra,test
"Comenzó su temporada 2013 en el Tour Down Under finalizando en decimotercera posición. Él planea participar en el Giro de Italia, su primera gran vuelta importante, pero en última instancia, no participa en la ronda italiana. Acabó como el mejor joven en el Tour de Omán y en el Tour de l'Ain.",spa,train
"Des manifestations reprennent malgré la proclamation du maire. Les cavaliers sont accueillis par des jets de pierre dans l'Est. Dans la semaine du 26 septembre au 2 octobre, la variole cause 400 décès. C'est la panique. Honoré Beaugrand, approuvé par la presse anglophone, accepte d'imposer l'isolement des malades et la vaccination. La police doit accompagner chaque médecin vaccinateur. Le maire franc-maçon et anticlérical est contraint de solliciter l'appui de l'Évêché. Mgr Fabre accepte de faire lire au prône une note engageant les fidèles à se laisser vacciner et une circulaire du Bureau de santé expliquant le caractère inoffensif de la piqûre. Pour donner l'exemple, il se fait vacciner deux fois. Montréal est mis en quarantaine: les commerces ferment, les théâtres sont déserts, les rues vides.",fra,train
"El municipio de Germania se encuentra ubicado en las coordenadas 46°40′30″N 99°15′29″O. Según la Oficina del Censo de los Estados Unidos, el municipio tiene una superficie total de 93.09 km², de la cual 92,23 km² corresponden a tierra firme y (0,92 %) 0,86 km² es agua.[3]​",spa,test
"Un gène situé sur le chromosome X, FAM123B (en) ou WTX, est inactivé chez 30 % des cas de tumeur de Wilms. Cependant dans la plupart des cas aucune mutation n'est retrouvée sur l'un de ces gènes.",fra,train
"En la FA Cup 2016-17 el Sutton logró llegar a los octavos de final de dicha competición por primera vez en su historia, y enfrentará nada más y nada menos que al Arsenal.",spa,test
"Nicu Romică Şerban (born January 18, 1970) is a Romanian sprint canoer who competed from the early 1990s to the mid-2000s (decade). He won seven medals at the ICF Canoe Sprint World Championships with five silvers (K-2 200 m: 1994, 1995, 2003; K-4 500 m: 2001, 2003) and two bronzes (K-2 200 m: 1998, K-4 1000 m: 1999).",eng,train
"Bède indique simplement que Sigeberht est apparenté à son prédécesseur, également appelé Sigeberht et surnommé Parvus, « le Petit ». D'autres sources existent : des généalogies des rois Offa, Swithred et Sigered dans un manuscrit du Wessex du IXe siècle ; la Gesta regum de Guillaume de Malmesbury et le Chronicon ex Chronicis de Jean de Worcester, ces deux derniers datant d'après la conquête normande de l'Angleterre. Toutefois, ces sources se contredisent et sont parfois confuses. Barbara Yorke propose que Sigeberht soit le fils de Sæweard et le père de Sighere.",fra,train
"In March 2004, while Goodrem was undergoing cancer treatment for Hodgkins disease, Higgins and Carter announced plans to release the album. They would shop the album around and begin a bidding war amongst record companies. After the overwhelming success of Goodrem's debut album Innocent Eyes, which sold over 4.5 million copies worldwide, industry experts expected that bidding for the album could attract figures anywhere between $1.5 million and $15 million. When Goodrem and her family disapproved of the album's release, a lawsuit was filed. Goodrem's lawyers claimed the album was made up of unfinished demo recordings which were not fit for commercial release. After much coverage in the media, the case was settled in mediation. In exchange for not releasing the album, Higgins and Carter received an unspecified payout.",eng,train
"Louise Tracy Freeman (born 5 January 1962), better known as Tracy Spencer, is a British Italo disco singer and actress. Born in London, she is best known for the song ""Run to Me"", which won the 1986 Festivalbar and was #1 on the Italian hit parade.",eng,train
"In 1894, the South Orange, Maplewood, and Hilton school districts were consolidated and became the South Orange and Maplewood School District, with borders essentially identical to those which presently exist. The district remained unified even after Maplewood and South Orange became separately incorporated as municipalities, although there was considerable pressure to split as early as 1904.",eng,train
"El 23 de septiembre de 1999, la representación legal de la Plataforma Salvemos el Cabañal solicitó al Ministerio de Cultura la adopción de medidas que evitaran el expolio que, a su juicio, supondría la ejecución del Plan Especial de Protección y Reforma Interior del Cabañal-Cañamelar (PEPRI).",spa,train
"Weber ended his research of society and religion in India by bringing in insights from his previous work on China to discuss similarities of the Asian belief systems. He notes that the beliefs saw the meaning of life as otherworldy mystical experience. The social world is fundamentally divided between the educated elite, following the guidance of a prophet or wise man, and the uneducated masses whose beliefs are centered on magic. In Asia, there was no Messianic prophecy to plan and meaning to the everyday life of educated and uneducated alike. Weber juxtaposed such Messianic prophecies, notably from the Near East region to those found on the Asiatic mainland, focusing more on exemplary ways to live one's life. It was those differences that prevented the countries of the Occident from following the paths of the earlier Chinese and Indian civilizations. His next work, Ancient Judaism was an attempt to prove this theory.",eng,train
"Anna es una chica que se mudo de Europa (probablemente Inglaterra, ya que su lengua nativa es el inglés) a Japón y tiene problemas con el idioma. Miyokata Nonako se viste como una Miko y constantemente discute con Rionetta, la cual no puede aguantar su voz fuerte y mal japonés. Ella es miembro del Equipo Clantail y su habilidad le permite hacerse amiga y domar a cualquier animal, aunque solo puede hacerlo con uno a la vez. Cuando su discusión con Rionetta llegó a su punto álgido, causo una batalla en la cual ella terminó en ella siendo asesinada por un Demonio del Mundo Cibernético, convirtiéndose en la séptima Chica Mágica en morir.",spa,train
"Planification et stratégie d’aménagement(suivi des procédures supra communautaires,ZI et ZA, outils de gestion foncière et d’aménagement, d’observation et d’analyse du territoire, équipements du territoire...)",fra,train
"Mount Hope is a historic home located near New Baltimore, Fauquier County, Virginia. The house was built in four periods from the early-19th to early-20th centuries. The main dwelling is a 2 ½-story, three-bay, frame dwelling on a stone foundation and in the Greek Revival style. It features a double-story porch with a hipped roof and square wooden columns. Also on the property are the contributing bank barn, a machine shed, a smokehouse, and a spring house dating from the 19th century; an early-20th-century shed; a well; and the Hunton Family cemetery.",eng,test
"Heart of the (Gray) Matter, 2004: Joel Davis was diagnosed with Parkinson's disease, and wrote and award-winning first-person account of the brain surgery he underwent while conscious",eng,train
La saison 1999-2000 est à nouveau disputée par 24 équipes réparties en deux poules de douze. Les deux premières équipes de chaque poule sont qualifiées pour les quarts de finale ainsi que quatre équipes issues de matchs de barrage. La suite de la compétition se fait par élimination directe.,fra,train
"En 1994 participó en la inauguración del Teatro de las Artes de la Ciudad de México interpretando el papel de Roggiero en la histórica representación de Ildegonda, del compositor mexicano Melesio Morales. Pasaron 128 años para que dicha obra fuera reinterpretada.[3]​ La representación de Ildegonda se grabó en discos compactos, los cuales ganaron el premio del Orfeo de Oro otorgado por la Academia del Disco Lírico de Francia.",spa,train
"Autrefois le terme désignait en charpenterie, une porte mobile, posée verticalement entre deux coulisses, qui servait à retenir ou lâcher les eaux d'une écluse ou d'un étang.",fra,train
"La douzième édition de la Coupe Charles Drago est organisée durant la deuxième partie de la saison 1963-1964 par la Ligue nationale de football pour les clubs professionnels français, et se déroule sur une période de février à juin. La compétition oppose les clubs éliminés de la Coupe de France de football avant les demi-finales.",fra,test
"Au troisième son de la trompe, le SBS ramènera les tribus perdues et la Terre sera comme un paradis. L'arbre de vie sera de nouveau accessible.",fra,test
"Having risen through the Real Madrid youth ranks, he spent a season with Bayer Leverkusen before breaking into the first team in 2013, going on to win various domestic and international honours including three Champions League trophies.",eng,test
"Gaspar da Silveira Martins (Cerro Largo, Uruguay,[1]​ 5 de agosto de 1834 — Montevideo, 23 de julio de 1901) fue un magistrado y político brasileño. Fue diputado provincial y general, presidente de la entonces provincia de Río Grande del Sur, ministro de Hacienda y senador del Imperio del Brasil de 1880 a 1889.",spa,train
"Los matrimonios concertados son debatidos activamente entre los estudiosos. Las cuestiones debatidas incluyen si los matrimonios arreglados se están utilizando para abusar del sistema de inmigración internacional; si los matrimonios arreglados violan los derechos humanos, en particular los derechos de la mujer;[108]​ si se producen matrimonios más estables para la crianza de los hijos, la próxima generación;[109]​ y si hay más o menos amor y respeto en la relación para la pareja casada.[110]​",spa,train
"After serving one season as an assistant at Miami, Kennedy was named Murray State's 14th men's basketball coach in 2006, taking over after Mick Cronin departed for Cincinnati.",eng,train
"À la fin des années 1950, les responsables d'Aéroports de Paris prévoyaient à juste titre une expansion considérable du trafic aérien et la rapide saturation des plates-formes du Bourget et d'Orly. Le gouvernement de l'époque voyait également l'agglomération parisienne atteindre les quinze millions d'habitants en l'an 2000, compte tenu des taux de croissance démographiques d'alors. La construction d'un nouvel aéroport s'imposait. Cette infrastructure se devait d'être située suffisamment loin de Paris et des communes urbaines au vu des nuisances acoustiques engendrées, surtout avec la vision des années 1960 d'un important trafic supersonique, mais en même temps rester assez accessible afin de limiter la longueur des réseaux routiers et ferroviaires de desserte. À fortiori, il devait se situer dans un secteur où les coûts d'expropriation restaient compatibles avec le budget alloué.",fra,test
"Shortly after the folding of WCCW, Hart continued to manage Al Perez in the National Wrestling Alliance (NWA)'s Jim Crockett Promotions in 1988, along with Larry Zbyszko. In 1989, he managed the stable J-Tex Corporation, which included Terry Funk, Dick Slater, Buzz Sawyer, The Dragonmaster, and The Great Muta. They feuded primarily with Ric Flair and Sting, but Ole and Arn Anderson later teamed up with Flair and Sting to even the sides up (and thus bringing back The Four Horseman briefly). J-Tex disbanded in early 1990.",eng,test
"La scène fut filmée et diffusée, notamment par Coluche et Pierre Desproges, qui fit un commentaire acerbe de la réaction de BHL, déclarant qu'il y illustrait « la vraie nature des cuistres ».",fra,test
"En su primera singladura, el Thor, que había zarpado el 6 de junio de 1940, operó temporalmente en las mismas aguas en que desde noviembre de 1940 estuvo el Admiral Scheer. Para camuflarse de sus enemigos, el barco navegó por temporadas bajo bandera yugoslava (con el nombre de Vir) o soviética. Antes de abrir fuego sobre un buque enemigo, hizaba la bandera de guerra de la Armada del Tercer Reich.",spa,test
"La idea de un único emperador soberano se sustanció en Occidente con Carlomagno y su imperio, que se convirtió con los otónidas y sus sucesores en el Sacro Imperio Romano Germánico.[7]​ La idea de prelación del Imperio sobre los reinos de Europa occidental fue aceptada por éstos, especialmente por cuanto se mantuvo en un plano teórico, y subsistió a la fragmentación territorial del Imperio, que se vació de poder político o militar efectivo.[8]​ La pretensión de supremacía se expresó en lemas como el A.E.I.O.U. de Federico III de Habsburgo.",spa,test
"Le diagnostic est suspecté par l'examen abdominal systématique puis par l'imagerie médicale en commençant par l'échographie. Le scanner (ou parfois l'IRM) est indispensables dans un deuxième temps. Mais le diagnostic définitif repose sur l'examen anatomo-pathologique (histologie de la tumeur retirée lors de la chirurgie ou plus rarement la biopsie). Dans 10 à 15 % des cas, la tumeur de Wilms est considérée comme héréditaire.",fra,test
"Hors du terrain, les années 1920 et 30 sont des années de crise pour le championnat. Le titre de champion de France attise les convoitises et entraîne des dérives : violence sur les terrains et accusations d’amateurisme marron rythment de plus en plus souvent les saisons. En décembre 1930, quelques clubs dénoncent le professionnalisme déguisé pratiqué par certaines équipes (un patron peut salarier ses joueurs dans son entreprise comme celui de l’US Quillan, trois fois finaliste entre 1928 et 1930, et champion en 1929, dans une ville de trois mille habitants) et font sécession. Dix clubs fondent l’UFRA (Union française de rugby amateur), qui se targue de rester fidèle aux idéaux de fair play et d’amateurisme du rugby, et demande à la Fédération française de remettre de l’ordre dans la maison. Sept d’entre eux sont d’anciens champions de France, mais ils sont exclus du championnat. Au total, quatorze clubs font sécession dont sept anciens champions de France : le FC Grenoble, l'USA Perpignan, le Stade toulousain, le Stade français, la Section paloise, le Stade nantais, le Biarritz olympique, le SC Lyon, l'AS Carcassonne, le SAU Limoges, l'Aviron bayonnais le 2 novembre 1930 suivis du RC Narbonne et du Stadoceste tarbais le 24 janvier 1931.",fra,test
"Himari es una persona que se preocupa profundamente por sus amigas. @NyanNyan viste el traje tradicional de un artista marcial chino y tiene la habilidad de sellar cosas dentro de pergaminos. Durante uno de los Proyectos de Cranberry, sus dos mejores amigas fueron asesinadas. Ella fue empujada por una colina por Yumenoshima Genopsycho, la cual se creía muerte, y fue quemada por el Rey Dragón del Mundo Cibernético, convirtiéndose en la sexta Chica Mágica en morir. Luego se revela que la persona que la empujo no fue Yumenoshima Genopsycho, sino Rionetta, quien estaba manipulando el cadáver de Yumenoshima Genopsycho con su magia.",spa,test
"À Evry, la maison de quartier des Aunettes a organisé, de mai à juillet 2015, une action collective de « tricot-graffiti » en collaboration avec Christine Chazot (« sicilienne » sur le site Ravelry.com), intervenante, les enfants de l'École Conté, les volontaires du quartier, des participants de l'ADAPT . Cette action, d'ampleur internationale grâce aux dons de fils et d'ouvrages crochetés et tricotés venant de donateurs étrangers (Suisse, Belgique, Angleterre, États-Unis, Canada, Japon…) contactés sur Ravelry, a permis d'habiller, sur 3 thèmes (« rayures », « dentelles », « hippie ») plusieurs dizaines d'objets urbains (poteaux, barrières, grilles, arbres.",fra,train
"They say the 23rd, but I’ve been in this high-school-diploma program so I can get my high school diploma and you get milestone credits. And with these milestone credits you can earn six weeks, which means 42 days off. So if that goes through I should be getting out the beginning of July.",eng,test
